twitter_user_id,bluesky_user_did
1.08783700302922E+018,did:plc:wjdaolej7qib5kv4yikhemhu
18589442,did:plc:cg2phxdqhjd6o45hafg4v5je
7.34135616519033E+017,did:plc:d5joygxrwyicghnfpwsrx6bi
878720478,did:plc:zn5wzyeehxerl4ft7m7vzrs4
1.27262510909906E+018,did:plc:xfta6cz75tij2nuy57uhoej6
278882357,did:plc:fzbpbrfwq43dphrpokwuctyp
272230417,did:plc:heztgkhkkf6bn2rfkvwcgzsi
19106792,did:plc:rhngurffivqcbwrtwq5wqk6f
77639094,did:plc:6y62rrjoxxa6lsrdjpixtqhs
34828272,did:plc:heix2bn6viwsm5xtfe4a367l
397018262,did:plc:aqqtasj6bw6ctp4o7vq2tpnq
23795051,did:plc:prg2ezqymhty3jm4d7lvsx4g
19910867,did:plc:tjotje3orr3jyc4uues6alir
11667392,did:plc:mnmcyr2qka3nkcmcsvax64dv
7.89580860286611E+017,did:plc:7x6dhszrlkroirxoxsfwll5h
574085791,did:plc:mwmro5zbgdfbpp7hh2u3wsen
140970123,did:plc:ch5u27phct2vn2rnlsb4e7l5
18655031,did:plc:3vgqoe3w4jfct5k4njjzzfgc
114987542,did:plc:jzgzrldziuab2std3bqoh6rj
1473367165,did:plc:ipe6jyegzvwbgcndonebbqnm
1461553940,did:plc:tpivnoclx2iepe4dpjzivtqp
1.14481003483413E+018,did:plc:uuucnwejdsrgah5dxzoqj5pi
14485801,did:plc:w66snqgo36bzljnezctjwimu
8.85306099359924E+017,did:plc:3mucdmgxpvf6lwihewv5rppx
1.00017410357416E+018,did:plc:lcc45ojktsc6bcac6ui4wxwv
7.98161687027339E+017,did:plc:edzzd2ptkbsojvgzrdban27u
354533054,did:plc:yiphaxm242k3iooj7cpjf7cg
81417014,did:plc:jnv7jx3tm4vq6aunghsyvykr
12384312,did:plc:ecp5m3bohzgp2vlzvthwj5ql
8.73580938109878E+017,did:plc:o5qjxjshgkijz2bea5xkf6mn
46735336,did:plc:mdhklulwzumqebq3s6wqdo27
377766298,did:plc:mvfylvcvnblhh7yvmt3k2gl4
17441631,did:plc:uynpich2hsqmryyhr3moz5re
797043,did:plc:ayuxugs6g5csldu4hwsssql2
40917897,did:plc:syuzcekxflec34kdvibooupn
51674020,did:plc:lt5t5776sjfyk4w6rxpqli64
17272619,did:plc:igygze4nxaxo444z6hgxhpta
3020266483,did:plc:omg3ui2vlq4suuz7vrbjwfuk
1340142235,did:plc:g4tiylcuyhjl7fnguhwzrv7u
284355218,did:plc:xl4bjqsuc2lxupiymoj6vhd6
1.30157640708938E+018,did:plc:vbgrvk5q7vgewnzmxn7yhivk
1.33257556745612E+018,did:plc:rhlg6igry672cgq4l7rnvek7
19222371,did:plc:g543qjyhwwywmkv72fcynfip
7.72205333439738E+017,did:plc:zmpwqojzr5yo762pelklwkgw
1.29172743138512E+018,did:plc:brptsa5vnwnzgnujaauvt5x3
1.14110568462225E+018,did:plc:efvoeak67tpji62m23ndv7k7
64960410,did:plc:veuvhayagnas73g7d4mvtd7m
1.38062576551188E+018,did:plc:uw3akumwklkfvviwq7z54xs2
1311846469,did:plc:d67c5jn2afgz4tuey4si3w4r
71091158,did:plc:6jzb63fqghfi6k3wisj3emg6
494216945,did:plc:m3r7gxs775kwg7kywvilkgzo
9.236292819594E+017,did:plc:k7mz6vvhnbufmkrhndsqwu2u
47485461,did:plc:qs4wrslexa2rtgnz6hixf7la
7.97226264251789E+017,did:plc:lrj2sk2j4phz5qt5kspnqpbt
33675058,did:plc:lvb6ckmklcfrh2wcjgzwznj2
16240016,did:plc:k4xvpqg5ouj33jt6u5wlrus2
1.02754284251064E+018,did:plc:pqxnfonin7fxvqpaxv3ys4cf
214962326,did:plc:wnczqyrpcplhlaa23qkp5yla
20321616,did:plc:qeyphnqhl7k6j3bddjtwl5aa
89261710,did:plc:j3f5u5cf2auvy3wvdukikdqu
2596251464,did:plc:5ynbiyrunkoiikfpfkjsco7d
9106262,did:plc:nnyqf5mhcy36hthljczun5ye
185911535,did:plc:cfafut2dhdthgccltjuaxcjz
22106552,did:plc:fyvwqvscmpp4kl2trgit4fp2
293436791,did:plc:uhhzgizelthfdqbt7xjpvgtq
1.21898747611254E+018,did:plc:z43clxph5yykxiozs3ofqlu2
1.08122942431657E+018,did:plc:6224mfxqrfgo4buusrxqvxzf
429218237,did:plc:ghktptobx6w537mreediny2z
35583257,did:plc:mf5b2pa5advsnnfiva5i26nn
1.40465295784552E+018,did:plc:qbnvbv3mk67ozqp4yddrhobb
37970080,did:plc:w62lbmlnhesvs2k4vkjrpqet
325005504,did:plc:mzhrncelvcicnuvszvlkbfnb
1873659019,did:plc:4xaj6zfoevqhowchknxmhysy
2984358514,did:plc:4vumye2ilna2y6tknmpqdwrh
1416646166,did:plc:5cxvjqrlfk2wf4n52vpguzi2
34138933,did:plc:zbulxadmafrmv34a3dz4swyp
3087559613,did:plc:4b7ugz2qaoxccrxo2n5ms3l4
21031892,did:plc:vp3ofnwczdwzuh7yq47v2ybs
1.30165163316877E+018,did:plc:72xc46rhp5zlbkblkb4a24of
2651047838,did:plc:2zpugwwkrejelydufnv25rdd
1223744814,did:plc:gpveax54afwu73frflpvq3sm
7.85285921545552E+017,did:plc:thornjry5av3mtaikriu7hnp
7.52999791190303E+017,did:plc:qasupedi6vhfl7wzamgjyit7
823736,did:plc:bzdtzahpcanpp45ae2pqdm2m
47445326,did:plc:spbdzecvawpc5giq5vf6zmld
30137331,did:plc:6ifajqcl7oy2igemudo3g2p7
480509661,did:plc:oqq66ddmmutoykblni4pybsy
1.01078346242771E+018,did:plc:pt3yg3qxznzor63uayczxvxu
1012809324,did:plc:osqblbojd5uzvfjxacch7m57
223692928,did:plc:6xtss352bsq4rcyr356apu24
212598949,did:plc:u4ipnwn7fpk5nqlshhf3gint
8.10697689251938E+017,did:plc:2nuxo6juoxzxcavbwlx75qsl
147091051,did:plc:5snccu2lqorg422o6ehtp4cr
15150836,did:plc:fbjahtd4pxqcypo5dp5m566r
10012782,did:plc:zdmdqnzaspugnomfpayc44qd
86240381,did:plc:daryd7zopmtfnm6yzfraiawp
14782782,did:plc:utvmji34tlmj72dest3kuiv5
7.93992448364212E+017,did:plc:t57incgptuufh6z7xvrnjkqu
17669521,did:plc:hyswuvpcirqgrqlpbyqzzt6a
1.18349829113848E+018,did:plc:5uezvhvilm3qwvhxpeem7bdn
15358980,did:plc:bzbdggwzyosx5iffteojz4o5
1872571500,did:plc:iz4kzhzbam7poayf76ymehu2
20405938,did:plc:fopsli5fshyyh2wtojawmsre
15652379,did:plc:4zmsnhehtpncfzxrjgzsrkpr
1.13875504648366E+018,did:plc:5wkgs2a4mtjwpqebvjifxsv2
1.22969387140519E+018,did:plc:nda5vg4fyvfy56tbr7jmgjuf
22672887,did:plc:adgjsnxsp6b754qlmutfxn5b
17480360,did:plc:4nxqg3rribdgh7ait6dufxn3
1523823517,did:plc:my27plq5f2e7nlyimif3pba3
141014288,did:plc:7efvin6gjzgv5gge4ok6fb7m
809513358,did:plc:nacvpjzxfzuextpm2eiizu6p
9.53591686319563E+017,did:plc:eaujckex77ofxxcdjqbnqu6t
7.9548270663739E+017,did:plc:szzwbh73mxo2nnry2fng2nav
9.54501711170867E+017,did:plc:zk5n2ih5ruoiw2egh4nzsgel
8.81399503986753E+017,did:plc:piblpkxuiy4dgddz7fblclxk
2396446820,did:plc:5oi26rsabaccbbpbxtxnwdzj
209907266,did:plc:uou2m57cuqqxhl4fdajkovco
1308815628,did:plc:7vr6lyprarcq5mryv2flot6h
73803494,did:plc:qfejluhhg3daysdtrz4tjkdj
3253989290,did:plc:ebnpvh2qn74h56bqgsus4fur
39235778,did:plc:45smyi43kpvsnnfvckasm6yc
14633319,did:plc:tvznjix3sfin7i2xco4jbcwz
417943340,did:plc:ycv7vycoclupwhmoha5reb3b
410914262,did:plc:hxtylpqnglq2rtwwrst4g77b
12163352,did:plc:scppfp4gxifrjzax2pbud3g3
1403561845,did:plc:qnwrertmdznkkexzktkweuvb
224901023,did:plc:lwph5jrnsnquf2ces4rdldkz
8.64847297103806E+017,did:plc:mlcmxm2yy4bryzxdja52373w
766124318,did:plc:nopx3w4fygvc7xnhqewhb2xz
74409264,did:plc:t4jwras3n3trecmnqf5rulew
7.16308228083048E+017,did:plc:h36qdcsouomvd7bqetpovpg4
3260510340,did:plc:czgh3xfekowodva6kenhsboz
20290195,did:plc:inohi765wrvpjrmtqjjfvahj
522509778,did:plc:udsckbtyqmpio4pvee44wm5r
7.05521746280129E+017,did:plc:itcwkknbgsqlpuk6k2cgar3m
8.98130553819419E+017,did:plc:pqanm5bbj3flzq2ue7qtnm7n
14721383,did:plc:xiijlifku3iuaoilar3cixh4
89208601,did:plc:ubyb3ei6kzc4sq4vtf6uj3am
1.05571625597664E+018,did:plc:xldacq3bq4yyokkfxgf2orjp
463943037,did:plc:xy6pydpxmlzte7gkf5xm5jfs
3094635489,did:plc:ud6ek4w63ajw5fkmlhdsplrk
1.17838420745169E+018,did:plc:dn7ivrouy5g3cgad46zi7ycn
19796546,did:plc:lx6kzzn5to2vztdhgkubejrg
1.35592691249389E+018,did:plc:kkmuex236obkfxjlow7vps4a
7.01971139560485E+017,did:plc:p6oosxluttyzhemkzxxezv75
